20160307;2016-03-07;Monday;March;Mar;3;2016;Q1;Mar-16
20160308;2016-03-08;Tuesday;March;Mar;3;2016;Q1;Mar-16
20160309;2016-03-09;Wednesday;March;Mar;3;2016;Q1;Mar-16
20160310;2016-03-10;Thursday;March;Mar;3;2016;Q1;Mar-16
20160311;2016-03-11;Friday;March;Mar;3;2016;Q1;Mar-16
20160312;2016-03-12;Saturday;March;Mar;3;2016;Q1;Mar-16
20160313;2016-03-13;Sunday;March;Mar;3;2016;Q1;Mar-16
20160314;2016-03-14;Monday;March;Mar;3;2016;Q1;Mar-16
20160315;2016-03-15;Tuesday;March;Mar;3;2016;Q1;Mar-16
20160316;2016-03-16;Wednesday;March;Mar;3;2016;Q1;Mar-16
20160317;2016-03-17;Thursday;March;Mar;3;2016;Q1;Mar-16
20160318;2016-03-18;Friday;March;Mar;3;2016;Q1;Mar-16
20160319;2016-03-19;Saturday;March;Mar;3;2016;Q1;Mar-16
20160320;2016-03-20;Sunday;March;Mar;3;2016;Q1;Mar-16
20160321;2016-03-21;Monday;March;Mar;3;2016;Q1;Mar-16
20160322;2016-03-22;Tuesday;March;Mar;3;2016;Q1;Mar-16
20160323;2016-03-23;Wednesday;March;Mar;3;2016;Q1;Mar-16
20160324;2016-03-24;Thursday;March;Mar;3;2016;Q1;Mar-16
20160325;2016-03-25;Friday;March;Mar;3;2016;Q1;Mar-16
20160326;2016-03-26;Saturday;March;Mar;3;2016;Q1;Mar-16
20160327;2016-03-27;Sunday;March;Mar;3;2016;Q1;Mar-16
20160328;2016-03-28;Monday;March;Mar;3;2016;Q1;Mar-16
20160329;2016-03-29;Tuesday;March;Mar;3;2016;Q1;Mar-16
20160330;2016-03-30;Wednesday;March;Mar;3;2016;Q1;Mar-16
20160331;2016-03-31;Thursday;March;Mar;3;2016;Q1;Mar-16
20160401;2016-04-01;Friday;April;Apr;4;2016;Q2;Apr-16
20160402;2016-04-02;Saturday;April;Apr;4;2016;Q2;Apr-16
20160403;2016-04-03;Sunday;April;Apr;4;2016;Q2;Apr-16
20160404;2016-04-04;Monday;April;Apr;4;2016;Q2;Apr-16
20160405;2016-04-05;Tuesday;April;Apr;4;2016;Q2;Apr-16
20160406;2016-04-06;Wednesday;April;Apr;4;2016;Q2;Apr-16
20160407;2016-04-07;Thursday;April;Apr;4;2016;Q2;Apr-16
20160408;2016-04-08;Friday;April;Apr;4;2016;Q2;Apr-16
20160409;2016-04-09;Saturday;April;Apr;4;2016;Q2;Apr-16
20160410;2016-04-10;Sunday;April;Apr;4;2016;Q2;Apr-16
20160411;2016-04-11;Monday;April;Apr;4;2016;Q2;Apr-16
20160412;2016-04-12;Tuesday;April;Apr;4;2016;Q2;Apr-16
20160413;2016-04-13;Wednesday;April;Apr;4;2016;Q2;Apr-16
20160414;2016-04-14;Thursday;April;Apr;4;2016;Q2;Apr-16
20160415;2016-04-15;Friday;April;Apr;4;2016;Q2;Apr-16
20160416;2016-04-16;Saturday;April;Apr;4;2016;Q2;Apr-16
20160417;2016-04-17;Sunday;April;Apr;4;2016;Q2;Apr-16
20160418;2016-04-18;Monday;April;Apr;4;2016;Q2;Apr-16
20160419;2016-04-19;Tuesday;April;Apr;4;2016;Q2;Apr-16
20160420;2016-04-20;Wednesday;April;Apr;4;2016;Q2;Apr-16
20160421;2016-04-21;Thursday;April;Apr;4;2016;Q2;Apr-16
20160422;2016-04-22;Friday;April;Apr;4;2016;Q2;Apr-16
20160423;2016-04-23;Saturday;April;Apr;4;2016;Q2;Apr-16
20160424;2016-04-24;Sunday;April;Apr;4;2016;Q2;Apr-16
20160425;2016-04-25;Monday;April;Apr;4;2016;Q2;Apr-16
20160426;2016-04-26;Tuesday;April;Apr;4;2016;Q2;Apr-16
20160427;2016-04-27;Wednesday;April;Apr;4;2016;Q2;Apr-16
20160428;2016-04-28;Thursday;April;Apr;4;2016;Q2;Apr-16
20160429;2016-04-29;Friday;April;Apr;4;2016;Q2;Apr-16
20160430;2016-04-30;Saturday;April;Apr;4;2016;Q2;Apr-16
20160501;2016-05-01;Sunday;May;May;5;2016;Q2;May-16
20160502;2016-05-02;Monday;May;May;5;2016;Q2;May-16
20160503;2016-05-03;Tuesday;May;May;5;2016;Q2;May-16
20160504;2016-05-04;Wednesday;May;May;5;2016;Q2;May-16
20160505;2016-05-05;Thursday;May;May;5;2016;Q2;May-16
20160506;2016-05-06;Friday;May;May;5;2016;Q2;May-16
20160507;2016-05-07;Saturday;May;May;5;2016;Q2;May-16
20160508;2016-05-08;Sunday;May;May;5;2016;Q2;May-16
20160509;2016-05-09;Monday;May;May;5;2016;Q2;May-16
20160510;2016-05-10;Tuesday;May;May;5;2016;Q2;May-16
20160511;2016-05-11;Wednesday;May;May;5;2016;Q2;May-16
20160512;2016-05-12;Thursday;May;May;5;2016;Q2;May-16
20160513;2016-05-13;Friday;May;May;5;2016;Q2;May-16
20160514;2016-05-14;Saturday;May;May;5;2016;Q2;May-16
20160515;2016-05-15;Sunday;May;May;5;2016;Q2;May-16
20160516;2016-05-16;Monday;May;May;5;2016;Q2;May-16
20160517;2016-05-17;Tuesday;May;May;5;2016;Q2;May-16
20160518;2016-05-18;Wednesday;May;May;5;2016;Q2;May-16
20160519;2016-05-19;Thursday;May;May;5;2016;Q2;May-16
20160520;2016-05-20;Friday;May;May;5;2016;Q2;May-16
20160521;2016-05-21;Saturday;May;May;5;2016;Q2;May-16
20160522;2016-05-22;Sunday;May;May;5;2016;Q2;May-16
20160523;2016-05-23;Monday;May;May;5;2016;Q2;May-16
20160524;2016-05-24;Tuesday;May;May;5;2016;Q2;May-16
20160525;2016-05-25;Wednesday;May;May;5;2016;Q2;May-16
20160526;2016-05-26;Thursday;May;May;5;2016;Q2;May-16
20160527;2016-05-27;Friday;May;May;5;2016;Q2;May-16
20160528;2016-05-28;Saturday;May;May;5;2016;Q2;May-16
20160529;2016-05-29;Sunday;May;May;5;2016;Q2;May-16
20160530;2016-05-30;Monday;May;May;5;2016;Q2;May-16
20160531;2016-05-31;Tuesday;May;May;5;2016;Q2;May-16
20160601;2016-06-01;Wednesday;June;Jun;6;2016;Q2;Jun-16
20160602;2016-06-02;Thursday;June;Jun;6;2016;Q2;Jun-16
20160603;2016-06-03;Friday;June;Jun;6;2016;Q2;Jun-16
20160604;2016-06-04;Saturday;June;Jun;6;2016;Q2;Jun-16
20160605;2016-06-05;Sunday;June;Jun;6;2016;Q2;Jun-16
20160606;2016-06-06;Monday;June;Jun;6;2016;Q2;Jun-16
20160607;2016-06-07;Tuesday;June;Jun;6;2016;Q2;Jun-16
20160608;2016-06-08;Wednesday;June;Jun;6;2016;Q2;Jun-16
20160609;2016-06-09;Thursday;June;Jun;6;2016;Q2;Jun-16
20160610;2016-06-10;Friday;June;Jun;6;2016;Q2;Jun-16
20160611;2016-06-11;Saturday;June;Jun;6;2016;Q2;Jun-16
20160612;2016-06-12;Sunday;June;Jun;6;2016;Q2;Jun-16
20160613;2016-06-13;Monday;June;Jun;6;2016;Q2;Jun-16
20160614;2016-06-14;Tuesday;June;Jun;6;2016;Q2;Jun-16
20160615;2016-06-15;Wednesday;June;Jun;6;2016;Q2;Jun-16
20160616;2016-06-16;Thursday;June;Jun;6;2016;Q2;Jun-16
20160617;2016-06-17;Friday;June;Jun;6;2016;Q2;Jun-16
20160618;2016-06-18;Saturday;June;Jun;6;2016;Q2;Jun-16
20160619;2016-06-19;Sunday;June;Jun;6;2016;Q2;Jun-16
20160620;2016-06-20;Monday;June;Jun;6;2016;Q2;Jun-16
20160621;2016-06-21;Tuesday;June;Jun;6;2016;Q2;Jun-16
20160622;2016-06-22;Wednesday;June;Jun;6;2016;Q2;Jun-16
20160623;2016-06-23;Thursday;June;Jun;6;2016;Q2;Jun-16
20160624;2016-06-24;Friday;June;Jun;6;2016;Q2;Jun-16
20160625;2016-06-25;Saturday;June;Jun;6;2016;Q2;Jun-16
20160626;2016-06-26;Sunday;June;Jun;6;2016;Q2;Jun-16
20160627;2016-06-27;Monday;June;Jun;6;2016;Q2;Jun-16
20160628;2016-06-28;Tuesday;June;Jun;6;2016;Q2;Jun-16
20160629;2016-06-29;Wednesday;June;Jun;6;2016;Q2;Jun-16
20160630;2016-06-30;Thursday;June;Jun;6;2016;Q2;Jun-16
20160701;2016-07-01;Friday;July;Jul;7;2016;Q3;Jul-16
20160702;2016-07-02;Saturday;July;Jul;7;2016;Q3;Jul-16
20160703;2016-07-03;Sunday;July;Jul;7;2016;Q3;Jul-16
20160704;2016-07-04;Monday;July;Jul;7;2016;Q3;Jul-16
20160705;2016-07-05;Tuesday;July;Jul;7;2016;Q3;Jul-16
20160706;2016-07-06;Wednesday;July;Jul;7;2016;Q3;Jul-16
20160707;2016-07-07;Thursday;July;Jul;7;2016;Q3;Jul-16
20160708;2016-07-08;Friday;July;Jul;7;2016;Q3;Jul-16
20160709;2016-07-09;Saturday;July;Jul;7;2016;Q3;Jul-16
20160710;2016-07-10;Sunday;July;Jul;7;2016;Q3;Jul-16
20160711;2016-07-11;Monday;July;Jul;7;2016;Q3;Jul-16
20160712;2016-07-12;Tuesday;July;Jul;7;2016;Q3;Jul-16
20160713;2016-07-13;Wednesday;July;Jul;7;2016;Q3;Jul-16
20160714;2016-07-14;Thursday;July;Jul;7;2016;Q3;Jul-16
20160715;2016-07-15;Friday;July;Jul;7;2016;Q3;Jul-16
20160716;2016-07-16;Saturday;July;Jul;7;2016;Q3;Jul-16
20160717;2016-07-17;Sunday;July;Jul;7;2016;Q3;Jul-16
20160718;2016-07-18;Monday;July;Jul;7;2016;Q3;Jul-16
20160719;2016-07-19;Tuesday;July;Jul;7;2016;Q3;Jul-16
20160720;2016-07-20;Wednesday;July;Jul;7;2016;Q3;Jul-16
20160721;2016-07-21;Thursday;July;Jul;7;2016;Q3;Jul-16
20160722;2016-07-22;Friday;July;Jul;7;2016;Q3;Jul-16
20160723;2016-07-23;Saturday;July;Jul;7;2016;Q3;Jul-16
20160724;2016-07-24;Sunday;July;Jul;7;2016;Q3;Jul-16
20160725;2016-07-25;Monday;July;Jul;7;2016;Q3;Jul-16
20160726;2016-07-26;Tuesday;July;Jul;7;2016;Q3;Jul-16
20160727;2016-07-27;Wednesday;July;Jul;7;2016;Q3;Jul-16
20160728;2016-07-28;Thursday;July;Jul;7;2016;Q3;Jul-16
20160729;2016-07-29;Friday;July;Jul;7;2016;Q3;Jul-16
20160730;2016-07-30;Saturday;July;Jul;7;2016;Q3;Jul-16
20160731;2016-07-31;Sunday;July;Jul;7;2016;Q3;Jul-16
20160801;2016-08-01;Monday;August;Aug;8;2016;Q3;Aug-16
20160802;2016-08-02;Tuesday;August;Aug;8;2016;Q3;Aug-16
20160803;2016-08-03;Wednesday;August;Aug;8;2016;Q3;Aug-16
20160804;2016-08-04;Thursday;August;Aug;8;2016;Q3;Aug-16
20160805;2016-08-05;Friday;August;Aug;8;2016;Q3;Aug-16
20160806;2016-08-06;Saturday;August;Aug;8;2016;Q3;Aug-16
20160807;2016-08-07;Sunday;August;Aug;8;2016;Q3;Aug-16
20160808;2016-08-08;Monday;August;Aug;8;2016;Q3;Aug-16
20160809;2016-08-09;Tuesday;August;Aug;8;2016;Q3;Aug-16
20160810;2016-08-10;Wednesday;August;Aug;8;2016;Q3;Aug-16
20160811;2016-08-11;Thursday;August;Aug;8;2016;Q3;Aug-16
20160812;2016-08-12;Friday;August;Aug;8;2016;Q3;Aug-16
20160813;2016-08-13;Saturday;August;Aug;8;2016;Q3;Aug-16
20160814;2016-08-14;Sunday;August;Aug;8;2016;Q3;Aug-16
20160815;2016-08-15;Monday;August;Aug;8;2016;Q3;Aug-16
20160816;2016-08-16;Tuesday;August;Aug;8;2016;Q3;Aug-16
20160817;2016-08-17;Wednesday;August;Aug;8;2016;Q3;Aug-16
20160818;2016-08-18;Thursday;August;Aug;8;2016;Q3;Aug-16
20160819;2016-08-19;Friday;August;Aug;8;2016;Q3;Aug-16
20160820;2016-08-20;Saturday;August;Aug;8;2016;Q3;Aug-16
20160821;2016-08-21;Sunday;August;Aug;8;2016;Q3;Aug-16
20160822;2016-08-22;Monday;August;Aug;8;2016;Q3;Aug-16
20160823;2016-08-23;Tuesday;August;Aug;8;2016;Q3;Aug-16
20160824;2016-08-24;Wednesday;August;Aug;8;2016;Q3;Aug-16
20160825;2016-08-25;Thursday;August;Aug;8;2016;Q3;Aug-16
20160826;2016-08-26;Friday;August;Aug;8;2016;Q3;Aug-16
20160827;2016-08-27;Saturday;August;Aug;8;2016;Q3;Aug-16
20160828;2016-08-28;Sunday;August;Aug;8;2016;Q3;Aug-16
20160829;2016-08-29;Monday;August;Aug;8;2016;Q3;Aug-16
20160830;2016-08-30;Tuesday;August;Aug;8;2016;Q3;Aug-16
20160831;2016-08-31;Wednesday;August;Aug;8;2016;Q3;Aug-16
20160901;2016-09-01;Thursday;September;Sep;9;2016;Q3;Sep-16
20160902;2016-09-02;Friday;September;Sep;9;2016;Q3;Sep-16
20160903;2016-09-03;Saturday;September;Sep;9;2016;Q3;Sep-16
20160904;2016-09-04;Sunday;September;Sep;9;2016;Q3;Sep-16
20160905;2016-09-05;Monday;September;Sep;9;2016;Q3;Sep-16
20160906;2016-09-06;Tuesday;September;Sep;9;2016;Q3;Sep-16
20160907;2016-09-07;Wednesday;September;Sep;9;2016;Q3;Sep-16
20160908;2016-09-08;Thursday;September;Sep;9;2016;Q3;Sep-16
20160909;2016-09-09;Friday;September;Sep;9;2016;Q3;Sep-16
20160910;2016-09-10;Saturday;September;Sep;9;2016;Q3;Sep-16
20160911;2016-09-11;Sunday;September;Sep;9;2016;Q3;Sep-16
20160912;2016-09-12;Monday;September;Sep;9;2016;Q3;Sep-16
20160913;2016-09-13;Tuesday;September;Sep;9;2016;Q3;Sep-16
20160914;2016-09-14;Wednesday;September;Sep;9;2016;Q3;Sep-16
20160915;2016-09-15;Thursday;September;Sep;9;2016;Q3;Sep-16
20160916;2016-09-16;Friday;September;Sep;9;2016;Q3;Sep-16
20160917;2016-09-17;Saturday;September;Sep;9;2016;Q3;Sep-16
20160918;2016-09-18;Sunday;September;Sep;9;2016;Q3;Sep-16
20160919;2016-09-19;Monday;September;Sep;9;2016;Q3;Sep-16
20160920;2016-09-20;Tuesday;September;Sep;9;2016;Q3;Sep-16
20160921;2016-09-21;Wednesday;September;Sep;9;2016;Q3;Sep-16
20160922;2016-09-22;Thursday;September;Sep;9;2016;Q3;Sep-16
20160923;2016-09-23;Friday;September;Sep;9;2016;Q3;Sep-16
20160924;2016-09-24;Saturday;September;Sep;9;2016;Q3;Sep-16
20160925;2016-09-25;Sunday;September;Sep;9;2016;Q3;Sep-16
20160926;2016-09-26;Monday;September;Sep;9;2016;Q3;Sep-16
20160927;2016-09-27;Tuesday;September;Sep;9;2016;Q3;Sep-16
20160928;2016-09-28;Wednesday;September;Sep;9;2016;Q3;Sep-16
20160929;2016-09-29;Thursday;September;Sep;9;2016;Q3;Sep-16
20160930;2016-09-30;Friday;September;Sep;9;2016;Q3;Sep-16
20161001;2016-10-01;Saturday;October;Oct;10;2016;Q4;Oct-16
20161002;2016-10-02;Sunday;October;Oct;10;2016;Q4;Oct-16
20161003;2016-10-03;Monday;October;Oct;10;2016;Q4;Oct-16
20161004;2016-10-04;Tuesday;October;Oct;10;2016;Q4;Oct-16
20161005;2016-10-05;Wednesday;October;Oct;10;2016;Q4;Oct-16
20161006;2016-10-06;Thursday;October;Oct;10;2016;Q4;Oct-16
20161007;2016-10-07;Friday;October;Oct;10;2016;Q4;Oct-16
20161008;2016-10-08;Saturday;October;Oct;10;2016;Q4;Oct-16
20161009;2016-10-09;Sunday;October;Oct;10;2016;Q4;Oct-16
20161010;2016-10-10;Monday;October;Oct;10;2016;Q4;Oct-16
20161011;2016-10-11;Tuesday;October;Oct;10;2016;Q4;Oct-16
20161012;2016-10-12;Wednesday;October;Oct;10;2016;Q4;Oct-16
20161013;2016-10-13;Thursday;October;Oct;10;2016;Q4;Oct-16
20161014;2016-10-14;Friday;October;Oct;10;2016;Q4;Oct-16
20161015;2016-10-15;Saturday;October;Oct;10;2016;Q4;Oct-16
20161016;2016-10-16;Sunday;October;Oct;10;2016;Q4;Oct-16
20161017;2016-10-17;Monday;October;Oct;10;2016;Q4;Oct-16
20161018;2016-10-18;Tuesday;October;Oct;10;2016;Q4;Oct-16
20161019;2016-10-19;Wednesday;October;Oct;10;2016;Q4;Oct-16
20161020;2016-10-20;Thursday;October;Oct;10;2016;Q4;Oct-16
20161021;2016-10-21;Friday;October;Oct;10;2016;Q4;Oct-16
20161022;2016-10-22;Saturday;October;Oct;10;2016;Q4;Oct-16
20161023;2016-10-23;Sunday;October;Oct;10;2016;Q4;Oct-16
20161024;2016-10-24;Monday;October;Oct;10;2016;Q4;Oct-16
20161025;2016-10-25;Tuesday;October;Oct;10;2016;Q4;Oct-16
20161026;2016-10-26;Wednesday;October;Oct;10;2016;Q4;Oct-16
20161027;2016-10-27;Thursday;October;Oct;10;2016;Q4;Oct-16
20161028;2016-10-28;Friday;October;Oct;10;2016;Q4;Oct-16
20161029;2016-10-29;Saturday;October;Oct;10;2016;Q4;Oct-16
20161030;2016-10-30;Sunday;October;Oct;10;2016;Q4;Oct-16
20161031;2016-10-31;Monday;October;Oct;10;2016;Q4;Oct-16
20161101;2016-11-01;Tuesday;November;Nov;11;2016;Q4;Nov-16
20161102;2016-11-02;Wednesday;November;Nov;11;2016;Q4;Nov-16
20161103;2016-11-03;Thursday;November;Nov;11;2016;Q4;Nov-16
20161104;2016-11-04;Friday;November;Nov;11;2016;Q4;Nov-16
20161105;2016-11-05;Saturday;November;Nov;11;2016;Q4;Nov-16
20161106;2016-11-06;Sunday;November;Nov;11;2016;Q4;Nov-16
20161107;2016-11-07;Monday;November;Nov;11;2016;Q4;Nov-16
20161108;2016-11-08;Tuesday;November;Nov;11;2016;Q4;Nov-16
20161109;2016-11-09;Wednesday;November;Nov;11;2016;Q4;Nov-16
20161110;2016-11-10;Thursday;November;Nov;11;2016;Q4;Nov-16
20161111;2016-11-11;Friday;November;Nov;11;2016;Q4;Nov-16
20161112;2016-11-12;Saturday;November;Nov;11;2016;Q4;Nov-16
20161113;2016-11-13;Sunday;November;Nov;11;2016;Q4;Nov-16
20161114;2016-11-14;Monday;November;Nov;11;2016;Q4;Nov-16
20161115;2016-11-15;Tuesday;November;Nov;11;2016;Q4;Nov-16
20161116;2016-11-16;Wednesday;November;Nov;11;2016;Q4;Nov-16
20161117;2016-11-17;Thursday;November;Nov;11;2016;Q4;Nov-16
20161118;2016-11-18;Friday;November;Nov;11;2016;Q4;Nov-16
20161119;2016-11-19;Saturday;November;Nov;11;2016;Q4;Nov-16
20161120;2016-11-20;Sunday;November;Nov;11;2016;Q4;Nov-16
20161121;2016-11-21;Monday;November;Nov;11;2016;Q4;Nov-16
20161122;2016-11-22;Tuesday;November;Nov;11;2016;Q4;Nov-16
20161123;2016-11-23;Wednesday;November;Nov;11;2016;Q4;Nov-16
20161124;2016-11-24;Thursday;November;Nov;11;2016;Q4;Nov-16
20161125;2016-11-25;Friday;November;Nov;11;2016;Q4;Nov-16
20161126;2016-11-26;Saturday;November;Nov;11;2016;Q4;Nov-16
20161127;2016-11-27;Sunday;November;Nov;11;2016;Q4;Nov-16
20161128;2016-11-28;Monday;November;Nov;11;2016;Q4;Nov-16
20161129;2016-11-29;Tuesday;November;Nov;11;2016;Q4;Nov-16
20161130;2016-11-30;Wednesday;November;Nov;11;2016;Q4;Nov-16
20161201;2016-12-01;Thursday;December;Dec;12;2016;Q4;Dec-16
20161202;2016-12-02;Friday;December;Dec;12;2016;Q4;Dec-16
20161203;2016-12-03;Saturday;December;Dec;12;2016;Q4;Dec-16
20161204;2016-12-04;Sunday;December;Dec;12;2016;Q4;Dec-16
20161205;2016-12-05;Monday;December;Dec;12;2016;Q4;Dec-16
20161206;2016-12-06;Tuesday;December;Dec;12;2016;Q4;Dec-16
20161207;2016-12-07;Wednesday;December;Dec;12;2016;Q4;Dec-16
20161208;2016-12-08;Thursday;December;Dec;12;2016;Q4;Dec-16
20161209;2016-12-09;Friday;December;Dec;12;2016;Q4;Dec-16
20161210;2016-12-10;Saturday;December;Dec;12;2016;Q4;Dec-16
20161211;2016-12-11;Sunday;December;Dec;12;2016;Q4;Dec-16
20161212;2016-12-12;Monday;December;Dec;12;2016;Q4;Dec-16
20161213;2016-12-13;Tuesday;December;Dec;12;2016;Q4;Dec-16
20161214;2016-12-14;Wednesday;December;Dec;12;2016;Q4;Dec-16
20161215;2016-12-15;Thursday;December;Dec;12;2016;Q4;Dec-16
20161216;2016-12-16;Friday;December;Dec;12;2016;Q4;Dec-16
20161217;2016-12-17;Saturday;December;Dec;12;2016;Q4;Dec-16
20161218;2016-12-18;Sunday;December;Dec;12;2016;Q4;Dec-16
20161219;2016-12-19;Monday;December;Dec;12;2016;Q4;Dec-16
20161220;2016-12-20;Tuesday;December;Dec;12;2016;Q4;Dec-16
20161221;2016-12-21;Wednesday;December;Dec;12;2016;Q4;Dec-16
20161222;2016-12-22;Thursday;December;Dec;12;2016;Q4;Dec-16
20161223;2016-12-23;Friday;December;Dec;12;2016;Q4;Dec-16
20161224;2016-12-24;Saturday;December;Dec;12;2016;Q4;Dec-16
20161225;2016-12-25;Sunday;December;Dec;12;2016;Q4;Dec-16
20161226;2016-12-26;Monday;December;Dec;12;2016;Q4;Dec-16
20161227;2016-12-27;Tuesday;December;Dec;12;2016;Q4;Dec-16
20161228;2016-12-28;Wednesday;December;Dec;12;2016;Q4;Dec-16
20161229;2016-12-29;Thursday;December;Dec;12;2016;Q4;Dec-16
20161230;2016-12-30;Friday;December;Dec;12;2016;Q4;Dec-16
20161231;2016-12-31;Saturday;December;Dec;12;2016;Q4;Dec-16
20170101;2017-01-01;Sunday;January;Jan;1;2017;Q1;Jan-17
20170102;2017-01-02;Monday;January;Jan;1;2017;Q1;Jan-17
20170103;2017-01-03;Tuesday;January;Jan;1;2017;Q1;Jan-17
20170104;2017-01-04;Wednesday;January;Jan;1;2017;Q1;Jan-17
20170105;2017-01-05;Thursday;January;Jan;1;2017;Q1;Jan-17
20170106;2017-01-06;Friday;January;Jan;1;2017;Q1;Jan-17
20170107;2017-01-07;Saturday;January;Jan;1;2017;Q1;Jan-17
20170108;2017-01-08;Sunday;January;Jan;1;2017;Q1;Jan-17
20170109;2017-01-09;Monday;January;Jan;1;2017;Q1;Jan-17
20170110;2017-01-10;Tuesday;January;Jan;1;2017;Q1;Jan-17
20170111;2017-01-11;Wednesday;January;Jan;1;2017;Q1;Jan-17
20170112;2017-01-12;Thursday;January;Jan;1;2017;Q1;Jan-17
20170113;2017-01-13;Friday;January;Jan;1;2017;Q1;Jan-17
20170114;2017-01-14;Saturday;January;Jan;1;2017;Q1;Jan-17
20170115;2017-01-15;Sunday;January;Jan;1;2017;Q1;Jan-17
